engine,sync,kernel,threads,rows,cols,cells,gens_per_run,reps,gens_per_s_median,gens_per_s_min,gens_per_s_max,cell_updates_per_s,lat_samples,lat_mean_ns,lat_p50_ns,lat_p90_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,timer_tick_ns,resolution_limited
mutex/scalar,mutex,scalar,6,2048,2048,4194304,59,5,613.705,554.78,622.537,2.57407e+09,466,1.89859e+06,1.78762e+06,2.10604e+06,5.34662e+06,1.76201e+07,1.76201e+07,41,0
mutex/scalar,mutex,scalar,8,2048,2048,4194304,63,5,643.997,620.447,655.828,2.70112e+09,490,1.53841e+06,1.53167e+06,1.59279e+06,1.74892e+06,1.84471e+06,1.84471e+06,41,0
mutex/scalar,mutex,scalar,10,2048,2048,4194304,71,5,687.483,481.992,688.923,2.88351e+09,522,1.45499e+06,1.49917e+06,1.57358e+06,1.72488e+06,1.92779e+06,1.965e+06,41,0
mutex/bitslice,mutex,bitslice,1,2048,2048,4194304,257,5,2423.66,2418.26,2433.25,1.01656e+10,1842,366497,362042,386667,426291,476000,499834,41,0
mutex/bitslice,mutex,bitslice,2,2048,2048,4194304,447,5,4383.89,4360.77,4413.54,1.83874e+10,3332,200997,197667,217791,239666,322167,393500,41,0
mutex/bitslice,mutex,bitslice,4,2048,2048,4194304,695,5,7309.41,7241.05,7349.8,3.06579e+10,3800,120665,111292,146917,219875,424666,521958,41,0
mutex/bitslice,mutex,bitslice,6,2048,2048,4194304,752,5,8390.82,7995.09,8607.99,3.51937e+10,3800,102966,90958,137792,158666,178000,245167,41,0
mutex/bitslice,mutex,bitslice,8,2048,2048,4194304,712,5,7409.64,7397.54,7524.86,3.10783e+10,3800,117645,114625,133917,154833,179333,186625,41,0
mutex/bitslice,mutex,bitslice,10,2048,2048,4194304,736,5,7812.9,7731.95,7863.2,3.27697e+10,3800,110802,106750,131000,153000,169458,224875,41,0
barrier/scalar,barrier,scalar,1,2048,2048,4194304,16,5,135.426,134.55,135.685,5.68018e+08,103,7.45388e+06,7.41225e+06,7.67971e+06,7.75188e+06,7.86504e+06,7.86504e+06,41,0
barrier/scalar,barrier,scalar,2,2048,2048,4194304,26,5,264.878,264.244,265.912,1.11098e+09,201,3.80495e+06,3.76754e+06,3.96933e+06,4.29975e+06,4.39325e+06,4.39325e+06,41,0
barrier/scalar,barrier,scalar,4,2048,2048,4194304,51,5,508.741,500.151,516.078,2.13382e+09,386,1.97516e+06,1.95104e+06,2.09083e+06,2.27875e+06,2.63729e+06,2.63729e+06,41,0
barrier/scalar,barrier,scalar,6,2048,2048,4194304,58,5,497.261,441.899,585.753,2.08567e+09,378,1.75015e+06,1.71883e+06,2.14833e+06,2.28629e+06,2.842e+06,2.842e+06,41,0
barrier/scalar,barrier,scalar,8,2048,2048,4194304,59,5,580.311,542.231,591.627,2.434e+09,441,1.71064e+06,1.70479e+06,1.82067e+06,1.93083e+06,2.29092e+06,2.29092e+06,41,0
barrier/scalar,barrier,scalar,10,2048,2048,4194304,63,5,634.648,611.873,643.272,2.66191e+09,482,1.5536e+06,1.56867e+06,1.66079e+06,1.8375e+06,1.96658e+06,1.96658e+06,41,0
barrier/bitslice,barrier,bitslice,1,2048,2048,4194304,257,5,2425.73,2419.7,2432.57,1.01743e+10,1843,363757,357083,383958,414750,442083,461250,41,0
barrier/bitslice,barrier,bitslice,2,2048,2048,4194304,481,5,4700.1,4536.67,4753.32,1.97136e+10,3572,184212,179542,195458,218416,245917,327583,41,0
barrier/bitslice,barrier,bitslice,4,2048,2048,4194304,810,5,8846.91,8757.84,8928.68,3.71066e+10,3800,98427.2,93041,109167,161291,199208,215750,41,0
barrier/bitslice,barrier,bitslice,6,2048,2048,4194304,881,5,9461.42,9304.4,9560.03,3.96841e+10,3800,90053.5,62916,158458,189250,220292,686542,41,0
barrier/bitslice,barrier,bitslice,8,2048,2048,4194304,579,5,5856.8,5831.77,5986.98,2.45652e+10,3800,153929,153833,183333,226833,303166,1.32171e+06,41,0
barrier/bitslice,barrier,bitslice,10,2048,2048,4194304,589,5,6063.63,5970.16,6072.12,2.54327e+10,3800,147040,150125,172917,198417,224125,294584,41,0
atomic/scalar,atomic,scalar,1,2048,2048,4194304,16,5,134.932,134.715,135.16,5.65946e+08,102,7.72866e+06,7.41912e+06,7.62179e+06,1.6245e+07,1.91324e+07,1.91324e+07,41,0
atomic/scalar,atomic,scalar,2,2048,2048,4194304,26,5,266.617,266.475,267.007,1.11827e+09,203,3.75752e+06,3.73096e+06,3.80304e+06,4.11725e+06,6.34346e+06,6.34346e+06,41,0
atomic/scalar,atomic,scalar,4,2048,2048,4194304,50,5,504.815,502.814,510.847,2.11735e+09,383,1.97376e+06,1.94838e+06,2.07788e+06,2.443e+06,2.50696e+06,2.50696e+06,41,0
atomic/scalar,atomic,scalar,6,2048,2048,4194304,65,5,655.413,638.215,661.198,2.749e+09,498,1.5787e+06,1.49888e+06,2.02467e+06,2.11546e+06,2.15412e+06,2.15412e+06,41,0
atomic/scalar,atomic,scalar,8,2048,2048,4194304,63,5,643.992,636.429,648.7,2.7011e+09,490,1.54994e+06,1.54338e+06,1.61296e+06,1.80167e+06,1.86704e+06,1.86704e+06,41,0
atomic/scalar,atomic,scalar,10,2048,2048,4194304,69,5,685.286,681.213,696.247,2.8743e+09,521,1.47701e+06,1.52308e+06,1.58729e+06,1.62883e+06,1.6725e+06,1.68583e+06,41,0
atomic/bitslice,atomic,bitslice,1,2048,2048,4194304,258,5,2423.83,2415.03,2439.39,1.01663e+10,1843,366288,361583,385250,424792,508125,603625,41,0
atomic/bitslice,atomic,bitslice,2,2048,2048,4194304,462,5,4578.54,4558.72,4593.93,1.92038e+10,3479,193173,190541,212208,230458,247459,259125,41,0
atomic/bitslice,atomic,bitslice,4,2048,2048,4194304,757,5,8062.52,7987.26,8160.88,3.38166e+10,3800,106020,103041,121084,199250,221958,231167,41,0
atomic/bitslice,atomic,bitslice,6,2048,2048,4194304,886,5,9421.53,8603.57,9572.83,3.95168e+10,3800,95379.1,82625,131500,152875,178750,184041,41,0
atomic/bitslice,atomic,bitslice,8,2048,2048,4194304,725,5,7552.88,7517.49,7594.29,3.16791e+10,3800,115786,113417,127625,155500,168083,179458,41,0
atomic/bitslice,atomic,bitslice,10,2048,2048,4194304,775,5,8066.46,7908.33,8307.39,3.38332e+10,3800,107534,101875,130250,171209,199917,261625,41,0
